age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native-country,class
4,Private,199067,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,4,United-States,1
2,Private,482211,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,2,United-States,0
1,Private,354496,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,0
0,Private,154078,12th,8,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,0
2,Private,184105,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,3,United-States,0
1,Self-emp-not-inc,241469,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0,1,United-States,0
2,Private,116218,Some-college,10,Separated,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,0
0,,334593,Some-college,10,Never-married,,Not-in-family,White,Male,0,0,2,United-States,0
4,Private,375502,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,1
4,State-gov,254890,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,0
2,Self-emp-not-inc,109133,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,4,United-States,1
1,State-gov,203488,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,2,United-States,0
1,Private,182177,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,Yugoslavia,0
3,Private,129777,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,0
2,Local-gov,523910,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,2,United-States,0
1,Local-gov,325792,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,0
1,Federal-gov,66893,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,0
1,Self-emp-not-inc,35032,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,3,United-States,0
1,Self-emp-not-inc,150630,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,2,United-States,0
2,Private,236391,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,0
1,Private,162623,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,0
4,Private,141308,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,0
3,,127441,Some-college,10,Divorced,,Unmarried,White,Female,0,0,2,United-States,0
0,,236523,10th,6,Never-married,,Own-child,Black,Male,0,0,2,United-States,0
1,Private,81282,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,2,United-States,0
0,Private,207923,Some-college,10,Married-spouse-absent,Adm-clerical,Own-child,White,Female,0,0,0,United-States,0
0,Private,248978,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,Mexico,0
1,Private,112160,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,0
2,Local-gov,215862,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,0,2,United-States,1
1,Private,206889,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,2,United-States,0
2,Local-gov,115076,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,4,United-States,1
1,Private,144949,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,0,2,United-States,1
1,Private,234096,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,United-States,0
1,Private,171356,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,3,United-States,0
4,,23275,10th,6,Married-civ-spouse,,Husband,White,Male,0,0,0,United-States,0
3,Self-emp-not-inc,117310,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,2,3,United-States,0
0,Private,292023,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,2,United-States,0
4,Federal-gov,187873,Masters,14,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,0
1,Private,228873,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,2,United-States,0
1,Private,52839,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,2,United-States,0
0,Private,427862,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,1,United-States,0
1,Private,102268,12th,8,Divorced,Protective-serv,Other-relative,White,Male,0,0,2,United-States,0
2,Private,26892,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,1
4,Local-gov,222702,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,0,United-States,0
2,Private,106471,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,1
1,Private,149507,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0,2,United-States,0
4,Private,29375,HS-grad,9,Separated,Sales,Not-in-family,Amer-Indian-Eskimo,Female,0,0,1,United-States,0
1,Private,167716,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,4,United-States,0
3,Private,73019,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,0
2,State-gov,49115,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,1,United-States,0
4,Private,89698,HS-grad,9,Widowed,Adm-clerical,Not-in-family,Black,Female,0,0,2,United-States,0
3,Private,70439,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,1
0,,139003,HS-grad,9,Never-married,,Other-relative,Other,Female,0,0,0,United-States,0
2,Private,182370,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,0
1,Private,171468,Some-college,10,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,2,United-States,0
2,Self-emp-inc,327573,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,0
1,Private,342458,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,0
1,Private,53135,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,2,United-States,0
0,Private,36943,Assoc-acdm,12,Divorced,Other-service,Not-in-family,White,Female,0,0,1,United-States,0
4,Self-emp-not-inc,203289,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,0
4,Local-gov,191754,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,1
4,Local-gov,35001,7th-8th,4,Married-civ-spouse,Adm-clerical,Husband,White,Male,1,0,2,United-States,0
1,Private,224421,Assoc-voc,11,Married-AF-spouse,Farming-fishing,Husband,White,Male,0,0,2,United-States,1
1,Private,60227,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,0
3,Private,169042,10th,6,Never-married,Other-service,Not-in-family,White,Female,0,0,1,Ecuador,0
2,Private,36699,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,2,0,2,United-States,0
4,Private,128348,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,3,0,3,United-States,1
1,Private,228075,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Male,0,0,1,Mexico,0
1,Self-emp-not-inc,188246,Bachelors,13,Divorced,Craft-repair,Not-in-family,White,Male,0,1,3,United-States,0
0,Private,24395,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,1,United-States,0
3,Private,224198,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,2,United-States,0
0,Private,56774,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,2,United-States,0
2,Private,414991,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,1
4,Private,268965,12th,8,Widowed,Sales,Unmarried,White,Female,0,0,2,United-States,0
1,Private,149902,Masters,14,Never-married,Other-service,Unmarried,Black,Female,0,0,1,United-States,0
2,Private,237671,Some-college,10,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,2,United-States,1
2,Private,158958,HS-grad,9,Never-married,Priv-house-serv,Other-relative,Black,Female,0,0,2,Honduras,0
0,Private,222254,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,2,United-States,0
1,Private,119359,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,0,China,1
0,Private,243010,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,Other,Male,0,0,1,United-States,0
2,Private,230478,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,3,United-States,1
3,Self-emp-not-inc,180446,Some-college,10,Married-civ-spouse,Tech-support,Husband,Black,Male,0,0,2,United-States,1
2,Private,256723,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,1,United-States,0
3,Private,290856,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,1
4,,125493,HS-grad,9,Married-civ-spouse,,Wife,White,Female,2,0,2,Scotland,1
1,Private,118161,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,0
2,Private,151248,Some-college,10,Divorced,Sales,Other-relative,White,Female,0,0,1,United-States,0
4,,97823,11th,7,Married-civ-spouse,,Husband,White,Male,0,0,2,United-States,0
0,Private,39477,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,0
4,,132256,Bachelors,13,Widowed,,Unmarried,White,Female,0,0,0,United-States,0
2,Private,195488,10th,6,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,0
1,Private,167832,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,0
0,Private,151790,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,1,United-States,0
1,Private,170301,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,0
2,Self-emp-not-inc,176814,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,1,0,2,United-States,0
3,Private,206889,Bachelors,13,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,1,United-States,0
1,Private,22422,HS-grad,9,Never-married,Transport-moving,Unmarried,White,Male,0,0,3,United-States,0
2,Self-emp-not-inc,56920,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,0
3,Private,277772,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,Black,Female,0,0,2,United-States,0
0,State-gov,299153,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,United-States,0
0,Private,291979,11th,7,Separated,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,0
4,,111238,9th,5,Married-civ-spouse,,Husband,White,Male,0,0,0,United-States,0
0,Private,78181,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,1,United-States,0
2,Private,87583,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,0,United-States,0
2,Federal-gov,320818,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,4,United-States,1
4,State-gov,132145,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,0,2,United-States,1
2,Self-emp-not-inc,70884,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,3,United-States,0
0,Private,406641,HS-grad,9,Never-married,Sales,Unmarried,White,Female,0,0,3,United-States,0
0,,371316,10th,6,Never-married,,Own-child,White,Male,0,0,1,United-States,0
0,Private,184779,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,0
3,Private,201127,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,1
0,Federal-gov,127185,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,2,United-States,0
1,,350603,10th,6,Never-married,,Own-child,White,Female,0,0,2,United-States,0
1,Private,342400,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,0
4,Private,247355,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0,Canada,0
4,Private,26966,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,0
3,Private,236858,11th,7,Divorced,Other-service,Not-in-family,White,Female,0,0,1,United-States,0
0,Private,233198,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,2,United-States,0
4,Private,97017,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,0
0,Private,353010,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,4,United-States,0
0,Private,40299,11th,7,Never-married,Sales,Own-child,White,Female,0,0,1,United-States,0
1,Self-emp-not-inc,101266,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,4,United-States,0
2,Private,58337,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,1
2,Private,268183,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,1
2,Private,93461,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,1,United-States,0
1,Private,121769,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,0
4,Private,298400,Bachelors,13,Divorced,Sales,Not-in-family,Black,Male,2,0,3,United-States,1
2,Private,144524,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,2,United-States,0
4,Private,187919,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,2,0,2,United-States,0
1,Without-pay,212588,Some-college,10,Married-civ-spouse,Farming-fishing,Own-child,White,Male,0,0,4,United-States,0
3,Self-emp-not-inc,212165,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,0
3,Private,144084,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,2,United-States,0
2,State-gov,89508,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,0
1,Private,89718,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,1,0,3,United-States,0
1,Private,206923,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,Other,Female,0,3,2,United-States,1
2,Federal-gov,472166,Some-college,10,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,2,United-States,0
2,Private,74593,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,4,United-States,0
4,Private,178249,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,2,2,United-States,1
0,Private,175537,Bachelors,13,Never-married,Adm-clerical,Own-child,Black,Female,0,0,2,United-States,0
0,Private,119474,HS-grad,9,Never-married,Other-service,Other-relative,White,Female,0,0,2,United-States,0
1,State-gov,75755,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,0,3,United-States,1
4,Federal-gov,31840,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,1
1,Self-emp-not-inc,147258,Assoc-voc,11,Never-married,Farming-fishing,Own-child,White,Male,0,0,4,United-States,0
1,Self-emp-not-inc,179171,HS-grad,9,Never-married,Sales,Unmarried,Black,Female,0,0,2,Germany,0
1,Private,106548,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,0
0,Private,57916,HS-grad,9,Separated,Farming-fishing,Own-child,White,Male,0,0,2,United-States,0
4,Local-gov,217802,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,3,0,2,United-States,1
1,State-gov,185384,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,3,United-States,0
4,Local-gov,36091,Masters,14,Never-married,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,0,0,2,United-States,0
1,Private,473625,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,1,United-States,0
0,Private,176262,Assoc-voc,11,Never-married,Adm-clerical,Other-relative,White,Female,0,0,2,United-States,0
2,Local-gov,364563,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,1
0,,192399,Some-college,10,Never-married,,Own-child,White,Male,0,0,3,United-States,0
0,Private,310380,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,2,United-States,0
1,Private,26803,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,1
3,Self-emp-not-inc,186565,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,0
0,Private,71475,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,2,United-States,0
3,Private,290640,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,2,Vietnam,0
2,Federal-gov,105119,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,2,United-States,0
3,Private,306108,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,1
2,Self-emp-not-inc,76487,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,3,United-States,0
1,Federal-gov,183445,HS-grad,9,Never-married,Exec-managerial,Unmarried,White,Female,0,0,4,Puerto-Rico,0
0,Private,201145,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,4,United-States,0
4,Private,264188,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,0,1,United-States,0
0,Federal-gov,482096,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,Black,Male,0,0,0,United-States,0
2,,204668,Assoc-voc,11,Separated,,Unmarried,White,Female,0,0,1,United-States,0
1,Self-emp-not-inc,213258,HS-grad,9,Divorced,Farming-fishing,Unmarried,White,Male,0,0,4,United-States,0
3,Private,232132,12th,8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,1
1,Private,114087,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,2,0,2,United-States,0
0,Private,176836,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,3,United-States,0
1,Private,132686,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,0
1,,424884,10th,6,Separated,,Not-in-family,White,Male,0,0,1,United-States,0
1,Private,122889,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,3,India,1
3,Self-emp-not-inc,353281,HS-grad,9,Separated,Other-service,Unmarried,White,Female,0,0,0,United-States,0
1,Private,45781,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,0
4,Self-emp-not-inc,177199,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,0
4,State-gov,89451,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,1
3,Self-emp-not-inc,246891,Prof-school,15,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,0
0,Private,221442,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,2,United-States,0
2,Private,107584,Some-college,10,Separated,Transport-moving,Not-in-family,White,Male,0,0,1,United-States,0
0,Private,112847,HS-grad,9,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Male,0,0,2,United-States,0
2,State-gov,47902,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,3,United-States,1
